2,13,503,1000,78343,896633
-1,-4,-19,-39,-502,-1717
1,3,13,24,57,176
-1,-3,-31,-31,-422,-1339
1,4,2,25,101,463
-1,-1,-31,-36,-318,-328
1,4,13,9,213,893
-1,-3,-19,-24,-311,-989
1,3,1,25,122,136
-1,-4,-19,-4,-419,-703
1,1,13,25,33,904
-1,-4,-31,-24,-99,-821
1,3,2,9,298,869
-1,-3,-32,-36,-243,-808
1,4,12,25,209,943
-1,-1,-32,-31,-72,-600
